Wall time,Step,Value
1486219887.171676,14200,52.333717346191406
1486219954.949226,14300,207.3026580810547
1486220022.501568,14400,117.95550537109375
1486220089.909669,14500,259.48101806640625
1486220157.649092,14600,182.50830078125
1486220225.161824,14700,99.60830688476562
1486220292.811857,14800,260.6198425292969
1486220360.227663,14900,245.54420471191406
1486220427.87281,15000,62.75098419189453
1486220515.223621,15100,132.4580841064453
1486220582.717443,15200,126.44813537597656
1486220650.349014,15300,252.9813690185547
1486220717.933034,15400,26.187103271484375
1486220786.12982,15500,139.51986694335938
1486220853.667833,15600,313.038818359375
1486220921.090279,15700,115.37386322021484
1486220988.588923,15800,105.45382690429688
1486221056.725418,15900,70.05055236816406
1486221124.330722,16000,148.16427612304688
1486221206.535427,16100,102.04609680175781
1486221274.114678,16200,367.803466796875
1486221342.063946,16300,86.55874633789062
1486221409.615716,16400,82.07633972167969
1486221477.000417,16500,117.85368347167969
1486221544.545692,16600,489.4178161621094
1486221612.100724,16700,66.9111328125
1486221680.250543,16800,145.05752563476562
1486221747.857895,16900,260.9442443847656
1486221815.419114,17000,292.68701171875
1486221897.610644,17100,167.49160766601562
1486221965.301468,17200,97.35084533691406
1486222032.682597,17300,135.11143493652344
1486222100.256786,17400,191.049560546875
1486222167.722623,17500,92.13130187988281
1486222235.52821,17600,110.60647583007812
1486222303.539125,17700,242.43402099609375
1486222371.119631,17800,146.88552856445312
1486222438.503858,17900,238.62481689453125
1486222505.914977,18000,116.56260681152344
1486222588.490631,18100,281.8551330566406
1486222656.166353,18200,354.96026611328125
1486222723.697223,18300,169.12864685058594
1486222791.308056,18400,166.6051025390625
1486222859.076032,18500,87.67738342285156
1486222926.606504,18600,73.27901458740234
1486222994.15587,18700,118.10469818115234
1486223061.737193,18800,88.78854370117188
1486223129.397481,18900,140.837890625
1486223197.348734,19000,222.20034790039062
1486223279.546328,19100,129.6142120361328
1486223347.148745,19200,128.43280029296875
1486223414.775373,19300,97.6701889038086
1486223482.366223,19400,117.37545013427734
1486223549.792704,19500,131.59791564941406
1486223617.310639,19600,140.4326171875
1486223684.68882,19700,238.5257568359375
1486223752.871645,19800,100.65247344970703
1486223820.637726,19900,265.6542663574219
1486223888.226901,20000,109.5010986328125
